TaskID,Sequence,Stage,Type,Priority,Title,SourceSection,P0ID,Dependencies,Deliverable,Acceptance,TestTypes,Status,EvidenceStatus,Owner,GitHubIssue,SuggestedBranch,Branch,CommitSHA,PullRequest,CI,HumanGate,Rollback,UpdatedAt,Notes
M5-P042,133,M5,FINANCE_TRANSACTION,P0,线下结算,§11售后、§12对账结算,P0-042,"M5-000,M5-P040",完成“线下结算”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,系统不自动出款；公司登记线下付款金额、时间、银行流水和凭证。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p042,,,,,YES,按原子提交回退；迁移仅向前修复,,
M5-P043,134,M5,FINANCE_TRANSACTION,P0,账单不可覆盖,§11售后、§12对账结算,P0-043,"M5-000,M5-P042",完成“账单不可覆盖”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,已确认账单不允许直接修改，错误通过补充或冲正调整处理。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p043,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P044,135,M5,BUSINESS_VERTICAL_SLICE,P0,供应商退出,§11售后、§12对账结算,P0-044,"M5-000,M5-P040",完成“供应商退出”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,终止前完成订单、售后、对账和发票；历史记录保留。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p044,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P060,136,M5,FINANCE_TRANSACTION,P0,供应商结算隔离与合规门槛,§11售后、§12对账结算,P0-060,"M5-000,M5-P040",完成“供应商结算隔离与合规门槛”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,用户支付结构不影响供应商供货款；系统不提供个人现金充值功能，福利卡资金仅来源于企业福利发放、公司活动赠送和实体卡/兑换码。,unit+api+p0-e2e+funding-source-negative+settlement-isolation+authorization+response-whitelist,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p060,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P065,137,M5,FINANCE_TRANSACTION,P0,多供应商分别对账,§11售后、§12对账结算,P0-065,"M5-000,M5-P040",完成“多供应商分别对账”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,个人和企业主订单均按供应商履约子单分别进入对应供应商账单；每家供应商以其经审核生效的供应价快照、履约数量和责任调整计算，公司分别线下结算。供应价仅进入公司内部账单和对应供应商账单，客户付款方式、对客页面及其他供应商数据不得混入。,unit+api+p0-e2e+concurrency+idempotency+failure-recovery+authorization+response-whitelist,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5-p065,,,,,NO,按原子提交回退；迁移仅向前修复,,
M5-P082,138,M5,SECURITY,P0,门户内容、SEO 与安全,§8企业门户网站,P0-082,M5-000,完成“门户内容、SEO 与安全”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,公开内容支持草稿、预览、发布、下线和不可覆盖版本；Next.js 公开页输出可抓取 HTML、唯一元数据、canonical、结构化数据、sitemap/robots，并在发布后按 slug 正确失效；登录、预览与企业交易页为 noindex 且禁止公共缓存。富文本、上传、表单、埋点及商务线索满足权限、净化、最小收集和审计要求。,unit+api+p0-e2e+ssr-html+isr-revalidation+metadata+sitemap+robots+cache+noindex+security,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-seo,,,,,YES,按原子提交回退；迁移仅向前修复,,
M5-GATE,139,M5,STAGE_GATE,P0,M5阶段门禁验收,执行包§02,,"M5-000,M5-P038,M5-P039,M5-P040,M5-P041,M5-P042,M5-P043,M5-P044,M5-P060,M5-P065,M5-P082",M5交接记录、P0证据、质量输出、风险和回滚材料,10项主P0均通过；结算隔离、冲正、自然人双审、导出审批、门户服务端HTML/ISR/SEO/noindex/缓存隔离和退出流程可审计。,pnpm-verify+ci+stage-specific-evidence+portal-render-cache,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m5-m5,,,,,YES,按原子提交回退；迁移仅向前修复,,
M6-000,140,M6,CONTRACT_SLICE_PLAN,P0,冻结M6字段、状态机、权限与契约切片,执行包字段/状态机/权限/API台账,,M5-GATE,把M6涉及的字段、状态、DTO、错误码、权限、P0和失败测试细化为可编码契约,所有本阶段开发任务可追踪到冻结契约；未决业务决定进入人工事项，不在代码中猜测。,contract-review+negative-test-plan,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6,,,,,NO,按原子提交回退；迁移仅向前修复,,
M6-P048,141,M6,BUSINESS_VERTICAL_SLICE,P0,迁移与构建,§15工程与§16-P0验收矩阵,P0-048,M6-000,完成“迁移与构建”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,Prisma validate、migration dry-run、lint、typecheck、test 和 build 全部通过。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-p048,,,,,NO,按原子提交回退；迁移仅向前修复,,
M6-P049,142,M6,BUSINESS_VERTICAL_SLICE,P0,异常页面状态,§15工程与§16-P0验收矩阵,P0-049,"M6-000,M6-P048",完成“异常页面状态”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,用户、企业门户、供应商、公司物流工作台和跑腿端覆盖加载、空态、失败、禁用和无权限。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-p049,,,,,NO,按原子提交回退；迁移仅向前修复,,
M6-P050,143,M6,BUSINESS_VERTICAL_SLICE,P0,综合闭环,§15工程与§16-P0验收矩阵,P0-050,"M6-000,M6-P049",完成“综合闭环”纵向切片：迁移/领域规则/API/DTO/错误码/对应页面/测试/证据；不实现阶段外功能。,可演示个人用户跨供应商一次结账、拆分多个供应商履约子单并分别进入跑腿大厅；同时演示企业多供应商订单拆子单、平台统一配送、统一售后以及公司分别与供应商对账。,unit+api+p0-e2e,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-p050,,,,,NO,按原子提交回退；迁移仅向前修复,,
M6-900,144,M6,RELEASE_READINESS,P0,全量安全与隐私复核,§14-§17,,"M6-000,M6-P048,M6-P049,M6-P050",全量安全与隐私复核的可审计报告和原始证据索引,无未解释高危项；风险有负责人和处置决定。,secret/dependency/SAST/DAST/越权/DTO白名单/日志脱敏,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-900,,,,,YES,按原子提交回退；迁移仅向前修复,,
M6-901,145,M6,RELEASE_READINESS,P0,性能容量与并发压测,§14-§17,,"M6-000,M6-P048,M6-P049,M6-P050,M6-900",性能容量与并发压测的可审计报告和原始证据索引,达到人工批准的容量目标且无超卖、重复扣款、重复抢单。,下单、库存、支付回调、抢单、对账关键路径压测,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-901,,,,,YES,按原子提交回退；迁移仅向前修复,,
M6-902,146,M6,RELEASE_READINESS,P0,预发布迁移与备份恢复演练,§14-§17,,"M6-000,M6-P048,M6-P049,M6-P050,M6-900,M6-901",预发布迁移与备份恢复演练的可审计报告和原始证据索引,可在批准的RTO/RPO内恢复；迁移失败路径已演练。,候选制品、迁移、备份、恢复、回滚计时证据,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-902,,,,,YES,按原子提交回退；迁移仅向前修复,,
M6-903,147,M6,RELEASE_READINESS,P0,五端与微信真机全链验收,§14-§17,,"M6-000,M6-P048,M6-P049,M6-P050,M6-900,M6-901,M6-902",五端与微信真机全链验收的可审计报告和原始证据索引,需要真机的P0均为DEVICE_PASS或明确BLOCKED_EXTERNAL。,五端浏览器/真机证据及P0矩阵更新,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6-903,,,,,YES,按原子提交回退；迁移仅向前修复,,
M6-904,148,M6,RELEASE_READINESS,P0,形成Go/No-Go决策包,§14-§17,,"M6-000,M6-P048,M6-P049,M6-P050,M6-900,M6-901,M6-902,M6-903",形成Go/No-Go决策包的可审计报告和原始证据索引,人工可基于完整证据作决定；技术完成不自动等于批准上线。,版本、制品、P0、风险、外部依赖、发布/回滚步骤,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-go-no-go,,,,,YES,按原子提交回退；迁移仅向前修复,,
M6-GATE,149,M6,STAGE_GATE,P0,M6阶段门禁验收,执行包§02,,"M6-000,M6-P048,M6-P049,M6-P050,M6-900,M6-901,M6-902,M6-903,M6-904",M6交接记录、P0证据、质量输出、风险和回滚材料,P0-48/49/50和专项任务完成；候选制品可追溯，回滚演练成功，外部缺口明确，人工作出上线决定。,pnpm-verify+ci+stage-specific-evidence,NOT_STARTED,NOT_EXECUTED,UNASSIGNED,,codex/m6-m6,,,,,YES,按原子提交回退；迁移仅向前修复,,
