Entity,Field,RawDefinition,Position,SuggestedType,Required,UnitOrFormat,Sensitivity,Visibility,ForbiddenExposure,Validation,HistoryRule,Stage,P0,Source,Status
EnterpriseProcurementOrder,purchaserUserId,purchaserUserId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-029,P0-062,P0-080",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseProcurementOrder,invoiceProfileSnapshot,invoiceProfileSnapshot,5,Json,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-029,P0-062,P0-080",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseProcurementOrder,enterpriseAddressSnapshot,enterpriseAddressSnapshot,6,Json,YES,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-029,P0-062,P0-080",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseProcurementOrder,paymentMethod,paymentMethod(WECHAT_PAY|BANK_TRANSFER),7,Enum,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-029,P0-062,P0-080",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseProcurementOrder,remittanceReviewStatus,remittanceReviewStatus,8,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-029,P0-062,P0-080",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseProcurementOrder,status,status,9,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-029,P0-062,P0-080",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,orderId,orderId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,enterpriseProcurementOrderId,enterpriseProcurementOrderId?,3,String/UUID,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,supplierId,supplierId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,subOrderNo,subOrderNo,5,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,goodsAmount,goodsAmount,6,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,supplyAmount,supplyAmount,7,Int(分),YES,整数分,STRICT_INTERNAL_SUPPLY_PRICE,仅公司价格/财务及本供应商价格/财务职能可见,禁止出现在消费者端、企业采购端、门户公开端及非授权日志,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,channelType,channelType,8,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,preparationStatus,preparationStatus,9,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,handoverStatus,handoverStatus,10,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierFulfillmentSubOrder,settlementStatus,settlementStatus,11,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-031,P0-064,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,enterpriseProcurementOrderId,enterpriseProcurementOrderId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,deliveryNo,deliveryNo,3,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,carrierType,carrierType,4,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,vehicleNo,vehicleNo,5,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,driverName,driverName,6,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,driverMobile,driverMobile,7,String,YES,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,carrierName,carrierName,8,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,waybillNo,waybillNo,9,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,destinationSnapshot,destinationSnapshot,10,Json,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,status,status,11,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,plannedDeliveryAt,plannedDeliveryAt,12,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryOrder,deliveredAt,deliveredAt,13,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,"P0-064,P0-115,P0-118,P0-119",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,enterpriseDeliveryOrderId,enterpriseDeliveryOrderId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,supplierFulfillmentSubOrderId,supplierFulfillmentSubOrderId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,orderItemId,orderItemId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,plannedQuantity,plannedQuantity,5,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,receivedQuantity,receivedQuantity,6,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryItem,deliveredQuantity,deliveredQuantity,7,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,enterpriseDeliveryOrderId,enterpriseDeliveryOrderId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,node,node,3,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,operatorId,operatorId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,evidenceUrl,evidenceUrl,5,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,remark,remark,6,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
EnterpriseDeliveryNodeLog,occurredAt,occurredAt,7,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,companyId,companyId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,resourceType,resourceType,3,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,resourceName,resourceName,4,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,vehicleNo,vehicleNo?,5,String,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,driverName,driverName?,6,String,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,driverMobileEncrypted,driverMobileEncrypted?,7,String,NO,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,carrierName,carrierName?,8,String,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,qualificationSnapshot,qualificationSnapshot?,9,Json,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyDeliveryResource,status,status,10,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M4,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,supplierId,supplierId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,periodStart,periodStart,3,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,periodEnd,periodEnd,4,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,goodsPayable,goodsPayable,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,refundDeduction,refundDeduction,6,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,adjustmentAmount,adjustmentAmount,7,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,finalPayable,finalPayable,8,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,status,status,9,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
SupplierStatement,version,version,10,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,"P0-040,P0-041,P0-042,P0-043,P0-060,P0-065",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,statementId,statementId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,orderItemId,orderItemId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,type,type,4,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,amount,amount,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,responsibilityType,responsibilityType,6,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
StatementItem,explanation,explanation,7,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OfflineSettlementRecord,id,id,1,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
